선물로 샀는데 저도 사고 싶어요,date,review,rating,tokens
86,25.04.23.,쓰기 편하고 보냉 효과가 좋네요. 색상이 진짜 예뻐요,5,"['쓰기', '편하다', '보냉', '효과', '좋다', '색상', '진짜', '예쁘다']"
87,25.05.04.,배달이 빠르고 색 이뻐요,5,"['배달', '빠르다', '색', '이쁘다']"
88,25.04.25.,기존에 대용량을 사용하다가 차량에서 사용하려고 구매했는데 크기가 딱 맞아서 좋아요.,5,"['기존', '대', '용량', '사용', '차량', '사용', '구매', '크기', '맞다', '좋다']"
89,25.05.01.,아주좋습니다. 감사합니다,5,"['아주', '좋다', '감사하다']"
90,25.04.24.,"보온력이 생각보다 좋고
스타벅스 콜라보 제품은 빨대 쪽 고무 패킹이 없으나
이건 있어서 보온력이 더 좋은 것 같음",5,"['보온', '생각', '좋다', '스타벅스', '콜라보', '제품', '빨대', '쪽', '고무', '패킹', '없다', '이건', '보온', '더', '좋다']"
91,25.05.01.,친구 생일선물로 사줬어요. 좋다네요!,5,"['친구', '생일', '선물', '사주다', '좋다']"
92,25.04.23.,잘 쓰고 있어서 친구한테 선물해 줬는데 너무 좋아해서 기분이 좋아요,5,"['자다', '쓰다', '친구', '선물', '주다', '좋아하다', '기분', '좋다']"
93,25.05.04.,오후 내내 따뜻하게 잘 마시고 있어요,4,"['오후', '내내', '따뜻하다', '자다', '말다']"
94,25.04.24.,빨대 위생이 염려스러우나 평소보다 물을 더 자주 마시게 됩니다. 세척하기 좋아요,5,"['빨대', '위생', '염려', '스럽다', '평소', '물', '더', '자주', '말다', '세척', '좋다']"
95,25.05.03.,예쁘고 튼튼해요! 591ml 넉넉해요,5,"['예쁘다', '튼튼하다', '넉넉하다']"
96,25.04.29.,크고 좋아요 보냉 엄청 잘됩니다,5,"['크다', '좋다', '보냉']"
97,25.05.02.,생각보다 가볍고 색이 예뻐요,5,"['생각', '가볍다', '색', '예쁘다']"
98,25.04.17.,"이쁩니다. 색감이 좀 연하긴 한데, 이게 젤 편해서 3개째 요 라인만 써요. 빠른 배송 감사해요.",5,"['이쁘다', '색감', '연하다', '젤', '편하다', '라인', '써다', '빠르다', '배송', '감사하다']"
99,25.04.26.,"무게는 무겁지만, 아침에 넣은 얼음 퇴근까지 안 녹고 너무 좋아요!",5,"['무게', '무겁다', '아침', '넣다', '얼음', '퇴근', '안', '녹다', '좋다']"
100,25.04.12.,"구입하고 싶었던 텀블러입니다~눈여겨보던 대로 듣던 대로 예쁘고 실용적이네요^^
감사합니다~",5,"['구입', '텀블러', '눈', '여기다', '보다', '대로', '듣다', '대로', '예쁘다', '실용', '적다', '감사하다']"
101,25.04.27.,신제품 글라시에 색상 주문이 되어서 너무 좋았습니다,5,"['신제품', '글', '라시', '색상', '주문', '좋다']"
102,25.04.16.,"블룸 핑크 887ml을 사용 중인데, 앞으로 다가올 무더위에는 연한 파스텔 계열보다는 강한 색상이 좋을 것 같아서 구매함.",5,"['블룸', '핑크', '사용', '앞', '다가오다', '무더위', '연한', '파스텔', '계열', '강하다', '색상', '좋다', '구매', '함']"
103,25.04.15.,"크림 없어서 화이트로 주문했는데
화이트 나름 깨끗한 느낌으로 예쁘네요!
보온도 오래가고 만족합니다^^",5,"['크림', '없다', '화이트', '주문', '화이트', '나름', '깨끗하다', '느낌', '예쁘다', '보온', '만족하다']"
104,25.05.02.,손잡이가 없어서 물이나 커피 넣으면 들고 다니기 조금 힘들긴 하네요~ 그래도 이뻐요~,5,"['손잡이', '없다', '물이', '커피', '넣다', '들다', '다니다', '힘들다', '이쁘다']"
105,25.04.29.,글라시에 이뻐요 강추합니다,5,"['글', '라시', '이쁘다', '강', '추하다']"
106,25.04.24.,디자인 색감 너무 이쁘고 얼음도 하루 종일 안 녹아서 좋아요~????,5,"['디자인', '색감', '이쁘다', '얼음', '하루', '종일', '안', '녹다', '좋다']"
107,25.04.06.,"용량 큰 거 필요해서 구매했는데 생각보다 사이즈도 괜찮고 색상도 파스텔이라 은은하게 예쁘고 좋아요.
다음날 오는 배송이라 배송도 빠르고 좋아요.",5,"['용량', '크다', '필요하다', '구매', '생각', '사이즈', '괜찮다', '색상', '파스텔', '은은하다', '예쁘다', '좋다', '날', '오다', '배송', '배송', '빠르다', '좋다']"
108,25.05.01.,예뻐요 잘 사용할게요^^,5,"['예쁘다', '자다', '사용']"
109,25.04.29.,배송 빠르고 튼튼하고 좋아요~,5,"['배송', '빠르다', '튼튼하다', '좋다']"
110,25.04.28.,"신상 컬러로 주문했습니다
가볍고 맘에 들어요~",5,"['신상', '컬러', '주문', '가볍다', '맘', '들다']"
111,25.05.01.,뚜껑이 좀 퍽퍽하지만 이뻐요,4,"['뚜껑', '퍽퍽', '이쁘다']"
112,25.04.28.,친구 생일 선물로 줬는데 마음에 들어 해요!,5,"['친구', '생일', '선물', '주다', '마음', '들다']"
113,25.05.03.,"디자인, 색감 너무 예뻐요!!",5,"['디자인', '색감', '예쁘다']"
114,25.04.29.,"보냉 보온 효과 좋아요
다만 입구에 물이 새요 ㅠ",5,"['보냉', '보온', '효과', '좋다', '입구', '물이', '새']"
115,25.04.28.,예뻐요 커플로 텀블러 했어요,5,"['예쁘다', '커플', '텀블러']"
116,25.04.11.,"도장 까짐이 있는데 불량이 아니라고 정상 제품이라고 하네요
저렴한 제품들도 도장 까짐 찍힘 등은 B급으로 보던데
검수하면서도 이런 정도는 그냥 정상으로 보내는 거 같아요
색상은 은은하니 예뻐요",3,"['도장', '끄다', '짐', '불량', '아니다', '정상', '제품', '저렴하다', '제품', '도장', '끄다', '짐', '찍히다', '급', '보다', '검수', '이렇다', '정도', '그냥', '정상', '보내다', '색상', '은은하다', '예쁘다']"
117,25.04.27.,이쁘고 그립감이 좋으며 냉온기능이 훌륭함,5,"['이쁘다', '그리다', '감', '좋다', '냉온', '기능', '훌륭하다']"
118,25.04.26.,좋아요 좋아요 너무 예뻐요,5,"['좋다', '좋다', '예쁘다']"
119,25.05.01.,배송 빠르게 잘 받았습니다,5,"['배송', '빠르다', '자다', '받다']"
120,25.04.29.,은은한 핑크색.사용하기좋아서만족,5,"['은은하다', '핑크색', '사용', '좋다', '만족']"
121,25.04.19.,"색깔이 너무 예뻐요
상콤 발랄 쨍하니 포멜로 색상 킹 왕 짱 추천
스탠리 기능은 말모",5,"['색깔', '예쁘다', '상콤', '발랄', '쨍하', '포멜로', '색상', '킹', '왕', '짱', '추천', '스탠리', '기능', '말모']"
122,25.05.01.,색도 이쁘고 너무 좋아요,5,"['색도', '이쁘다', '좋다']"
123,25.04.27.,제가 쓰는 걸 보더니 아이가 갖고 싶어 하길래 작은 사이즈로 구매해 줬는데 아이가 너무 좋아하네요. 전 스톤 색인데 아이는 연한 핑크로 원했는데 이뻐요.,5,"['쓰다', '보더', '갖다', '작다', '사이즈', '구매', '주다', '좋아하다', '전', '스톤', '색', '연한', '핑크', '원하다', '이쁘다']"
124,25.04.24.,"믿고 쓰는 스탠리 텀블러
색깔도 예쁘고 튼튼해요",5,"['믿다', '쓰다', '스탠리', '텀블러', '색깔', '예쁘다', '튼튼하다']"
125,25.03.31.,"남펀꺼 제꺼 두 개 주문 색이 잘 어울려요
여자 한 손으로 잡기엔 좀 두꺼워요
그래도 손잡이 있는 너무 큰 것보단 이 크기가 좋아서 만족합니다",5,"['남펀꺼', '두', '주문', '색', '자다', '어울리다', '여자', '손', '잡기', '두껍다', '손잡이', '크다', '크기', '좋다', '만족하다']"
126,25.04.24.,배송도 빠르고 선물하니 맘에 들어 하네요,5,"['배송', '빠르다', '선물', '맘', '들다']"
128,25.05.03.,합격 선물로 주려고 샀어요 예뻐요,5,"['합격', '선물', '주', '려고', '사다', '예쁘다']"
129,25.04.26.,처음 사봤는데 매우 만족입니다,5,"['처음', '사보다', '매우', '만족']"
130,25.04.20.,사이즈 적당해서 큰 거보다는 활용도가 좋습니다. 손 접이 없는 게 살짝 불편하긴 하네요,5,"['사이즈', '적당하다', '크다', '활', '용도', '좋다', '손', '접', '없다', '살짝', '불편하다']"
131,25.03.30.,"친구 생일선물해 줬는데 정말 좋아하더라고요 ㅎㅎ
포장도 꼼꼼하고 텀블러 한 손에 쥐기 좋고 색도 너무 예뻐서 마음에 든 데요!! 일할 때 항상 함께한다 하더라고요 ㅎㅎ 뿌듯한 선물이에요!!",5,"['친구', '생일', '선물', '주다', '정말', '좋아하다', '포장', '꼼꼼하다', '텀블러', '손', '쥐다', '좋다', '색도', '예쁘다', '마음', '들다', '항상', '뿌듯하다', '선물']"
132,25.04.30.,아주 좋아요 감사합니다,5,"['아주', '좋다', '감사하다']"
133,25.04.02.,"정말 총알 배송이네요.
저녁에 주문했는데 다음날 바로 도착했네요.
혹시나 해서 연마제 제거해 봤는데 연마제 안 나오네요.
크기 딱 좋고 색상이 너무 예뻐요^^",5,"['정말', '총알', '배송', '저녁', '주문', '날', '도착', '연', '마제', '제거', '보다', '연', '마제', '안', '나오다', '크기', '좋다', '색상', '예쁘다']"
134,25.04.28.,좋네요 이쁘고 깔끔해요,5,"['좋다', '이쁘다', '깔끔하다']"
135,25.04.25.,디자인도 이쁘고 사이즈도 딱 적당하고 좋아요!!,5,"['디자인', '이쁘다', '사이즈', '적당하다', '좋다']"
136,25.04.14.,알던 대로 무게는 확실히 좀 있어요! 그래도 보냉력은 다른 텀블러들에 비해 좋아요~,5,"['알다', '대로', '무게', '확실하다', '보냉', '텀블러', '비다', '좋다']"
137,25.04.14.,배송 안전하고 빠르게 되었습니다. 빨대가 안으로 들어가는 실리콘 재질인 줄 알았는데 아니네요. ㅎㅎ,4,"['배송', '안전하다', '빠르다', '빨대', '안', '들어가다', '실리콘', '재질', '줄', '알다', '아니다']"
138,25.04.27.,색깔 이쁘고 좋아요,5,"['색깔', '이쁘다', '좋다']"
139,25.04.28.,글라시 색상이 맘에 드네요,5,"['글', '라시', '색상', '맘', '드네']"
140,25.05.02.,"스탠리 잘 쓰고 있어서 동생한테도 선물했어요 얼음 안 녹는다고 너무 좋아해서 저도 좋아요
색상 마음에 들어요 실물이 더 이쁨!!!
손잡이 있는 거 사려다가
빨대가 이게 더 편해서 ㅎㅎ",5,"['스탠리', '자다', '쓰다', '동생', '선물', '얼음', '안', '녹다', '좋아하다', '좋다', '색상', '마음', '들다', '실물', '더', '이쁘다', '손잡이', '사다', '빨대', '더', '편하다']"
141,25.04.16.,"색상 마음에 들어요 실물이 더이쁨!!!
손잡이 있는거 사려다가 
빨대가 이게 더 편해서 ㅎㅎ",4,"['색상', '마음', '들다', '실물', '더', '이쁘다', '손잡이', '사다', '빨대', '더', '편하다']"
142,25.04.05.,색상도 이쁘고 보냉&보온력 모두 좋아요! 또 빨대를 빼고 마실 수도 있어 유용한 것 같아요! 아쉬운 점은 용량이 10ml 정도만 더 컸으면 좋았을 것 같아요,5,"['색상', '이쁘다', '보냉', '보온', '좋다', '빨대', '빼다', '말다', '수도', '유용하다', '아쉽다', '점', '용량', '정도', '더', '크다', '좋다']"
143,25.04.22.,생각했던거 보다 더 좋아요 잘쓰겠습니다,5,"['생각', '보다', '더', '좋다', '잘쓰다']"
144,25.04.20.,색상도 예쁘고 크기도 적당하니 너무 좋습니다ㅎㅎ 다른 색상도 구입하려고요ㅎㅎ,5,"['색상', '예쁘다', '크기', '적당하다', '좋다', '색상', '구입']"
145,25.04.27.,선물했는데 엄청 맘에 들어 해요~,5,"['선물', '맘', '들다']"
146,25.04.03.,우선 색깔이 딱 제가 원하는 색이라 너무 맘에 들어요 .!! 손이 작은 편이라 들고 다니기 힘들 줄 알았는데 생각보다 괜찮아요 전체적으로 만족합니다!,5,"['색깔', '원하다', '색', '맘', '들다', '손', '작다', '편이', '들다', '다니다', '힘들다', '줄', '알다', '생각', '괜찮다', '전체', '만족하다']"
147,25.04.04.,배송은 말할 것도 없고요~ 색깔이 정말 고급스러워 보이고 간지나요~딸이 정말 맘에 든대요♡,5,"['배송', '말', '없다', '색깔', '정말', '고급스럽다', '보이', '간지나다', '딸', '정말', '맘', '들다', '대요']"
148,25.03.22.,기존에 잘 쓰고 있던 스탠리 텀블러가 대용량이라 손잡이도 있고 보냉 시간도 길고 여러 가지 좋은 점도 있으면서 휴대용으로 들고 다니기 불편한 점도 있어서 구매했어요. 출퇴근할 때 가방에 넣고 다니니까 좋아요~ 크림 컬러로 주문하고 싶었는데 품절이라 아쉬워요. 그리고 여자 손으로는 잡기가 두꺼워서 떨어트릴 것 같고 손목이 조금 아파요ㅠㅠ,4,"['기존', '자다', '쓰다', '스탠리', '텀블러', '대', '용량', '손잡이', '보냉', '길다', '여러', '가지', '좋다', '점도', '휴대', '용', '들다', '다니다', '불편하다', '점도', '구매', '출퇴근', '가방', '넣다', '다니다', '좋다', '크림', '컬러', '주문', '품절', '아쉽다', '여자', '손', '잡기', '두껍다', '떨다', '트릴', '손목', '아프다']"
149,25.04.06.,물 좀 많이 먹어야 할 것 같아서 샀는데 색도 예쁘고 많이 담기고 좋아요. 그냥 들고 다니기엔 묵직해서 힘들고 가방 같은 거 하나 장만해야겠어요,5,"['물', '먹다', '사다', '색도', '예쁘다', '담기다', '좋다', '그냥', '들다', '다니다', '기', '묵직하다', '힘들다', '가방', '장만']"
150,25.04.15.,짝꿍에게 선물할 일이 있어서 구매했는데 제품력이나 디자인이나 흠잡을 곳이 없을 만큼 항상 만족하면서 사용하고 있습니다 :),5,"['짝꿍', '선물', '일이', '구매', '제품', '디자인', '흠잡다', '곳', '없다', '항상', '만족하다', '사용']"
151,25.04.27.,선물했는데 마음에 들어 해요,5,"['선물', '마음', '들다']"
152,25.04.11.,배송이 엄청 엄청 빨랐어요!! 스탠리 처음 사용해 보는데 좋은 것 같아요!! 크기도 적당하고 좋네요 ㅎㅎ,5,"['배송', '빨르다', '스탠리', '처음', '사용', '보다', '좋다', '크기', '적당하다', '좋다']"
153,25.04.14.,"선물용이어서 뜯어보진 못했지만
배송 빨라서 너무 좋고
좋아했으면 좋겠네요!!
고맙습니다!",5,"['선물', '선물용', '뜯다', '보다', '배송', '빨', '좋다', '좋아하다', '좋다', '고맙다']"
154,25.04.29.,컬러가 너무 예뻐요,5,"['컬러', '예쁘다']"
155,25.03.20.,"앗..!! 너무나 이뻐 미쳐ㅠㅠ
텀블러 어차피 살 거였는데
그래서 살려고 들어왔는데..
아니 컬러들이 이렇게
미치게 이쁘면
하나만 못 사잖아요..???ㅠㅠ
이건 사이즈별로 컬러 별로 다 쟁여야 될 일~~♡♡♡
그래서 전...
3개를 질렀고..^^
실물 미쳤어요
무조건 사야 됨 더 사야 됨
다 사야 됨ㅠㅠ",5,"['이쁘다', '미치다', '텀블러', '어차피', '살', '살리다', '들어오다', '아니다', '컬러', '미치다', '이쁘다', '못', '사다', '이건', '사이즈', '별로', '컬러', '별로', '쟁여', '전', '지르다', '실물', '미치다', '무조건', '사다', '더', '사다', '사다']"
156,25.04.13.,"큰 거 사용하다가 은근 불편해서 작은 걸로 구입했는데 좋아요.
손잡이만 있음 더 좋았을 텐데",5,"['크다', '사용', '은근', '불편하다', '작다', '구입', '좋다', '손잡이', '더', '좋다']"
157,25.04.29.,배송도 빠르고 이뻐요 ~~,5,"['배송', '빠르다', '이쁘다']"
